t=1, n=28, m=5, rp=0 ---------> 0
t=0, n=29, m=5, rp=0 ---------> 1.04784e-309
t=1, n=29, m=5, rp=0 ---------> 0
t=0, n=30, m=5, rp=0 ---------> 1.04784e-309
t=1, n=30, m=5, rp=0 ---------> 0
t=0, n=31, m=5, rp=0 ---------> 1.04784e-309
t=1, n=31, m=5, rp=0 ---------> 0
t=0, n=32, m=5, rp=0 ---------> 1.04784e-309
t=1, n=32, m=5, rp=0 ---------> 0
t=0, n=33, m=5, rp=0 ---------> 1.04784e-309
t=1, n=33, m=5, rp=0 ---------> 0
t=0, n=34, m=5, rp=0 ---------> 1.04784e-309
t=1, n=34, m=5, rp=0 ---------> 0
t=0, n=35, m=5, rp=0 ---------> 1.04784e-309
t=1, n=35, m=5, rp=0 ---------> 0
t=0, n=36, m=5, rp=0 ---------> 1.04784e-309
t=1, n=36, m=5, rp=0 ---------> 0
t=0, n=37, m=5, rp=0 ---------> 1.04784e-309
t=1, n=37, m=5, rp=0 ---------> 0
t=0, n=38, m=5, rp=0 ---------> 1.04784e-309
t=1, n=38, m=5, rp=0 ---------> 0
t=0, n=39, m=5, rp=0 ---------> 1.04784e-309
t=1, n=39, m=5, rp=0 ---------> 0
t=0, n=40, m=5, rp=0 ---------> 1.04784e-309
t=1, n=40, m=5, rp=0 ---------> 0
t=0, n=41, m=5, rp=0 ---------> 1.04784e-309
t=1, n=41, m=5, rp=0 ---------> 0
t=0, n=42, m=5, rp=0 ---------> 1.04784e-309
t=1, n=42, m=5, rp=0 ---------> 0
t=0, n=43, m=5, rp=0 ---------> 1.04784e-309
t=1, n=43, m=5, rp=0 ---------> 0
t=0, n=44, m=5, rp=0 ---------> 2.43379e+10
t=1, n=44, m=5, rp=0 ---------> 5.09356e+10
t=0, n=45, m=5, rp=0 ---------> 6.38403e+09
t=1, n=45, m=5, rp=0 ---------> 1.31907e+10
t=0, n=0, m=6, rp=0 ---------> 1.04784e-309
t=1, n=0, m=6, rp=0 ---------> 0
t=0, n=1, m=6, rp=0 ---------> 1.04784e-309
t=1, n=1, m=6, rp=0 ---------> 0
t=0, n=2, m=6, rp=0 ---------> 1.04784e-309
t=1, n=2, m=6, rp=0 ---------> 0
t=0, n=3, m=6, rp=0 ---------> 1.04784e-309
t=1, n=3, m=6, rp=0 ---------> 0
t=0, n=4, m=6, rp=0 ---------> 1.04784e-309
t=1, n=4, m=6, rp=0 ---------> 0
t=0, n=5, m=6, rp=0 ---------> 1.04784e-309
t=1, n=5, m=6, rp=0 ---------> 0
t=0, n=6, m=6, rp=0 ---------> 1.04784e-309
t=1, n=6, m=6, rp=0 ---------> 0
t=0, n=7, m=6, rp=0 ---------> 1.04784e-309
t=1, n=7, m=6, rp=0 ---------> 0
t=0, n=8, m=6, rp=0 ---------> 1.04784e-309
t=1, n=8, m=6, rp=0 ---------> 0
t=0, n=9, m=6, rp=0 ---------> 1.04784e-309
t=1, n=9, m=6, rp=0 ---------> 0
t=0, n=10, m=6, rp=0 ---------> 1.04784e-309
t=1, n=10, m=6, rp=0 ---------> 0
t=0, n=11, m=6, rp=0 ---------> 1.04784e-309
t=1, n=11, m=6, rp=0 ---------> 0
t=0, n=12, m=6, rp=0 ---------> 1.04784e-309
t=1, n=12, m=6, rp=0 ---------> 0
t=0, n=13, m=6, rp=0 ---------> 1.04784e-309
t=1, n=13, m=6, rp=0 ---------> 0
t=0, n=14, m=6, rp=0 ---------> 1.04784e-309
t=1, n=14, m=6, rp=0 ---------> 0
t=0, n=15, m=6, rp=0 ---------> 1.04784e-309
t=1, n=15, m=6, rp=0 ---------> 0
t=0, n=16, m=6, rp=0 ---------> 1.04784e-309
t=1, n=16, m=6, rp=0 ---------> 0
t=0, n=17, m=6, rp=0 ---------> 1.04784e-309
t=1, n=17, m=6, rp=0 ---------> 0
t=0, n=18, m=6, rp=0 ---------> 1.04784e-309
t=1, n=18, m=6, rp=0 ---------> 0
t=0, n=19, m=6, rp=0 ---------> 1.04784e-309
t=1, n=19, m=6, rp=0 ---------> 0
t=0, n=20, m=6, rp=0 ---------> 1.04784e-309
t=1, n=20, m=6, rp=0 ---------> 0
t=0, n=21, m=6, rp=0 ---------> 1.04784e-309
t=1, n=21, m=6, rp=0 ---------> 0
t=0, n=22, m=6, rp=0 ---------> 0
t=1, n=22, m=6, rp=0 ---------> 0
t=0, n=23, m=6, rp=0 ---------> 1.04784e-309
t=1, n=23, m=6, rp=0 ---------> 0
t=0, n=24, m=6, rp=0 ---------> 1.04784e-309
t=1, n=24, m=6, rp=0 ---------> 0
t=0, n=25, m=6, rp=0 ---------> 1.04784e-309
t=1, n=25, m=6, rp=0 ---------> 0
t=0, n=26, m=6, rp=0 ---------> 1.04784e-309
t=1, n=26, m=6, rp=0 ---------> 0
t=0, n=27, m=6, rp=0 ---------> 1.04784e-309
t=1, n=27, m=6, rp=0 ---------> 0
t=0, n=28, m=6, rp=0 ---------> 1.04784e-309
t=1, n=28, m=6, rp=0 ---------> 0
t=0, n=29, m=6, rp=0 ---------> 1.04784e-309
t=1, n=29, m=6, rp=0 ---------> 0
t=0, n=30, m=6, rp=0 ---------> 1.04784e-309
t=1, n=30, m=6, rp=0 ---------> 0
t=0, n=31, m=6, rp=0 ---------> 1.04784e-309
t=1, n=31, m=6, rp=0 ---------> 0
t=0, n=32, m=6, rp=0 ---------> 1.04784e-309
t=1, n=32, m=6, rp=0 ---------> 0
t=0, n=33, m=6, rp=0 ---------> 1.04784e-309
t=1, n=33, m=6, rp=0 ---------> 0
t=0, n=34, m=6, rp=0 ---------> 1.04784e-309
t=1, n=34, m=6, rp=0 ---------> 0
t=0, n=35, m=6, rp=0 ---------> 1.04784e-309
t=1, n=35, m=6, rp=0 ---------> 0
t=0, n=36, m=6, rp=0 ---------> 1.04784e-309
t=1, n=36, m=6, rp=0 ---------> 0
t=0, n=37, m=6, rp=0 ---------> 1.04784e-309
t=1, n=37, m=6, rp=0 ---------> 0
t=0, n=38, m=6, rp=0 ---------> 1.04784e-309
t=1, n=38, m=6, rp=0 ---------> 0
t=0, n=39, m=6, rp=0 ---------> 1.04784e-309
t=1, n=39, m=6, rp=0 ---------> 0
t=0, n=40, m=6, rp=0 ---------> 1.04784e-309
t=1, n=40, m=6, rp=0 ---------> 0
t=0, n=41, m=6, rp=0 ---------> 1.04784e-309
t=1, n=41, m=6, rp=0 ---------> 0
t=0, n=42, m=6, rp=0 ---------> 1.04784e-309
t=1, n=42, m=6, rp=0 ---------> 0
t=0, n=43, m=6, rp=0 ---------> 1.04784e-309
t=1, n=43, m=6, rp=0 ---------> 0
t=0, n=44, m=6, rp=0 ---------> 1.0535e+10
t=1, n=44, m=6, rp=0 ---------> 5.94427e+10
t=0, n=45, m=6, rp=0 ---------> -3.73311e+10
t=1, n=45, m=6, rp=0 ---------> 5.25922e+10
t=0, n=0, m=7, rp=0 ---------> 1.04784e-309
t=1, n=0, m=7, rp=0 ---------> 0
t=0, n=1, m=7, rp=0 ---------> 1.04784e-309
t=1, n=1, m=7, rp=0 ---------> 0
t=0, n=2, m=7, rp=0 ---------> 1.04784e-309
t=1, n=2, m=7, rp=0 ---------> 0
t=0, n=3, m=7, rp=0 ---------> 1.04784e-309
t=1, n=3, m=7, rp=0 ---------> 0
t=0, n=4, m=7, rp=0 ---------> 1.04784e-309
t=1, n=4, m=7, rp=0 ---------> 0
t=0, n=5, m=7, rp=0 ---------> 1.04784e-309
t=1, n=5, m=7, rp=0 ---------> 0
t=0, n=6, m=7, rp=0 ---------> 1.04784e-309
t=1, n=6, m=7, rp=0 ---------> 0
t=0, n=7, m=7, rp=0 ---------> 1.04784e-309
t=1, n=7, m=7, rp=0 ---------> 0
t=0, n=8, m=7, rp=0 ---------> 1.04784e-309
t=1, n=8, m=7, rp=0 ---------> 0
t=0, n=9, m=7, rp=0 ---------> 1.04784e-309
t=1, n=9, m=7, rp=0 ---------> 0
t=0, n=10, m=7, rp=0 ---------> 1.04784e-309
t=1, n=10, m=7, rp=0 ---------> 0
t=0, n=11, m=7, rp=0 ---------> 1.04784e-309
t=1, n=11, m=7, rp=0 ---------> 0
t=0, n=12, m=7, rp=0 ---------> 1.04784e-309
t=1, n=12, m=7, rp=0 ---------> 0
t=0, n=13, m=7, rp=0 ---------> 1.04784e-309
t=1, n=13, m=7, rp=0 ---------> 0
t=0, n=14, m=7, rp=0 ---------> 1.04784e-309
t=1, n=14, m=7, rp=0 ---------> 0
t=0, n=15, m=7, rp=0 ---------> 1.04784e-309
t=1, n=15, m=7, rp=0 ---------> 0
t=0, n=16, m=7, rp=0 ---------> 1.04784e-309
t=1, n=16, m=7, rp=0 ---------> 0
t=0, n=17, m=7, rp=0 ---------> 1.04784e-309
t=1, n=17, m=7, rp=0 ---------> 0
t=0, n=18, m=7, rp=0 ---------> 1.04784e-309
t=1, n=18, m=7, rp=0 ---------> 0
t=0, n=19, m=7, rp=0 ---------> 1.04784e-309
t=1, n=19, m=7, rp=0 ---------> 0
t=0, n=20, m=7, rp=0 ---------> 1.04784e-309
t=1, n=20, m=7, rp=0 ---------> 0
t=0, n=21, m=7, rp=0 ---------> 1.04784e-309
t=1, n=21, m=7, rp=0 ---------> 0
t=0, n=22, m=7, rp=0 ---------> 0
t=1, n=22, m=7, rp=0 ---------> 0
t=0, n=23, m=7, rp=0 ---------> 1.04784e-309
t=1, n=23, m=7, rp=0 ---------> 0
t=0, n=24, m=7, rp=0 ---------> 1.04784e-309
t=1, n=24, m=7, rp=0 ---------> 0
t=0, n=25, m=7, rp=0 ---------> 1.04784e-309
t=1, n=25, m=7, rp=0 ---------> 0
t=0, n=26, m=7, rp=0 ---------> 1.04784e-309
t=1, n=26, m=7, rp=0 ---------> 0
t=0, n=27, m=7, rp=0 ---------> 1.04784e-309
t=1, n=27, m=7, rp=0 ---------> 0
t=0, n=28, m=7, rp=0 ---------> 1.04784e-309
t=1, n=28, m=7, rp=0 ---------> 0
t=0, n=29, m=7, rp=0 ---------> 1.04784e-309
t=1, n=29, m=7, rp=0 ---------> 0
t=0, n=30, m=7, rp=0 ---------> 1.04784e-309
t=1, n=30, m=7, rp=0 ---------> 0
t=0, n=31, m=7, rp=0 ---------> 1.04784e-309
t=1, n=31, m=7, rp=0 ---------> 0
t=0, n=32, m=7, rp=0 ---------> 1.04784e-309
t=1, n=32, m=7, rp=0 ---------> 0
t=0, n=33, m=7, rp=0 ---------> 1.04784e-309
t=1, n=33, m=7, rp=0 ---------> 0
t=0, n=34, m=7, rp=0 ---------> 1.04784e-309
t=1, n=34, m=7, rp=0 ---------> 0
t=0, n=35, m=7, rp=0 ---------> 1.04784e-309
t=1, n=35, m=7, rp=0 ---------> 0
t=0, n=36, m=7, rp=0 ---------> 1.04784e-309
t=1, n=36, m=7, rp=0 ---------> 0
t=0, n=37, m=7, rp=0 ---------> 1.04784e-309
t=1, n=37, m=7, rp=0 ---------> 0
t=0, n=38, m=7, rp=0 ---------> 1.04784e-309
t=1, n=38, m=7, rp=0 ---------> 0
t=0, n=39, m=7, rp=0 ---------> 1.04784e-309
t=1, n=39, m=7, rp=0 ---------> 0
t=0, n=40, m=7, rp=0 ---------> 1.04784e-309
t=1, n=40, m=7, rp=0 ---------> 0
t=0, n=41, m=7, rp=0 ---------> 1.04784e-309
t=1, n=41, m=7, rp=0 ---------> 0
t=0, n=42, m=7, rp=0 ---------> 1.04784e-309
t=1, n=42, m=7, rp=0 ---------> 0
t=0, n=43, m=7, rp=0 ---------> 1.04784e-309
t=1, n=43, m=7, rp=0 ---------> 0
t=0, n=44, m=7, rp=0 ---------> 1.44114e+10
t=1, n=44, m=7, rp=0 ---------> 2.9756e+10
t=0, n=45, m=7, rp=0 ---------> -1.39164e+10
t=1, n=45, m=7, rp=0 ---------> 8.82318e+09
t=0, n=0, m=8, rp=0 ---------> 1.04784e-309
t=1, n=0, m=8, rp=0 ---------> 0
t=0, n=1, m=8, rp=0 ---------> 1.04784e-309
t=1, n=1, m=8, rp=0 ---------> 0
t=0, n=2, m=8, rp=0 ---------> 1.04784e-309
t=1, n=2, m=8, rp=0 ---------> 0
t=0, n=3, m=8, rp=0 ---------> 1.04784e-309
t=1, n=3, m=8, rp=0 ---------> 0
t=0, n=4, m=8, rp=0 ---------> 1.04784e-309
t=1, n=4, m=8, rp=0 ---------> 0
t=0, n=5, m=8, rp=0 ---------> 1.04784e-309
t=1, n=5, m=8, rp=0 ---------> 0
t=0, n=6, m=8, rp=0 ---------> 1.04784e-309
t=1, n=6, m=8, rp=0 ---------> 0
t=0, n=7, m=8, rp=0 ---------> 1.04784e-309
t=1, n=7, m=8, rp=0 ---------> 0
t=0, n=8, m=8, rp=0 ---------> 1.04784e-309
t=1, n=8, m=8, rp=0 ---------> 0
t=0, n=9, m=8, rp=0 ---------> 1.04784e-309
t=1, n=9, m=8, rp=0 ---------> 0
t=0, n=10, m=8, rp=0 ---------> 1.04784e-309
t=1, n=10, m=8, rp=0 ---------> 0
t=0, n=11, m=8, rp=0 ---------> 1.04784e-309
t=1, n=11, m=8, rp=0 ---------> 0
t=0, n=12, m=8, rp=0 ---------> 1.04784e-309
t=1, n=12, m=8, rp=0 ---------> 0
t=0, n=13, m=8, rp=0 ---------> 1.04784e-309
t=1, n=13, m=8, rp=0 ---------> 0
t=0, n=14, m=8, rp=0 ---------> 1.04784e-309
t=1, n=14, m=8, rp=0 ---------> 0
t=0, n=15, m=8, rp=0 ---------> 1.04784e-309
t=1, n=15, m=8, rp=0 ---------> 0
t=0, n=16, m=8, rp=0 ---------> 1.04784e-309
t=1, n=16, m=8, rp=0 ---------> 0
t=0, n=17, m=8, rp=0 ---------> 1.04784e-309
t=1, n=17, m=8, rp=0 ---------> 0
t=0, n=18, m=8, rp=0 ---------> 1.04784e-309
t=1, n=18, m=8, rp=0 ---------> 0
t=0, n=19, m=8, rp=0 ---------> 1.04784e-309
t=1, n=19, m=8, rp=0 ---------> 0
t=0, n=20, m=8, rp=0 ---------> 1.04784e-309
t=1, n=20, m=8, rp=0 ---------> 0
t=0, n=21, m=8, rp=0 ---------> 1.04784e-309
t=1, n=21, m=8, rp=0 ---------> 0
t=0, n=22, m=8, rp=0 ---------> 0
t=1, n=22, m=8, rp=0 ---------> 0
t=0, n=23, m=8, rp=0 ---------> 1.04784e-309
t=1, n=23, m=8, rp=0 ---------> 0
t=0, n=24, m=8, rp=0 ---------> 1.04784e-309
t=1, n=24, m=8, rp=0 ---------> 0
t=0, n=25, m=8, rp=0 ---------> 1.04784e-309
t=1, n=25, m=8, rp=0 ---------> 0
t=0, n=26, m=8, rp=0 ---------> 1.04784e-309
t=1, n=26, m=8, rp=0 ---------> 0
t=0, n=27, m=8, rp=0 ---------> 1.04784e-309
t=1, n=27, m=8, rp=0 ---------> 0
t=0, n=28, m=8, rp=0 ---------> 1.04784e-309
t=1, n=28, m=8, rp=0 ---------> 0
t=0, n=29, m=8, rp=0 ---------> 1.04784e-309
t=1, n=29, m=8, rp=0 ---------> 0
t=0, n=30, m=8, rp=0 ---------> 1.04784e-309
t=1, n=30, m=8, rp=0 ---------> 0
t=0, n=31, m=8, rp=0 ---------> 1.04784e-309
t=1, n=31, m=8, rp=0 ---------> 0
t=0, n=32, m=8, rp=0 ---------> 1.04784e-309
t=1, n=32, m=8, rp=0 ---------> 0
t=0, n=33, m=8, rp=0 ---------> 1.04784e-309
t=1, n=33, m=8, rp=0 ---------> 0
t=0, n=34, m=8, rp=0 ---------> 1.04784e-309
t=1, n=34, m=8, rp=0 ---------> 0
t=0, n=35, m=8, rp=0 ---------> 1.04784e-309
t=1, n=35, m=8, rp=0 ---------> 0
t=0, n=36, m=8, rp=0 ---------> 1.04784e-309
t=1, n=36, m=8, rp=0 ---------> 0
t=0, n=37, m=8, rp=0 ---------> 1.04784e-309
t=1, n=37, m=8, rp=0 ---------> 0
t=0, n=38, m=8, rp=0 ---------> 1.04784e-309
t=1, n=38, m=8, rp=0 ---------> 0
t=0, n=39, m=8, rp=0 ---------> 1.04784e-309
t=1, n=39, m=8, rp=0 ---------> 0
t=0, n=40, m=8, rp=0 ---------> 1.04784e-309
t=1, n=40, m=8, rp=0 ---------> 0
t=0, n=41, m=8, rp=0 ---------> 1.04784e-309
t=1, n=41, m=8, rp=0 ---------> 0
t=0, n=42, m=8, rp=0 ---------> 1.04784e-309
t=1, n=42, m=8, rp=0 ---------> 0
t=0, n=43, m=8, rp=0 ---------> 1.04784e-309
t=1, n=43, m=8, rp=0 ---------> 0
t=0, n=44, m=8, rp=0 ---------> 2.31086e+10
t=1, n=44, m=8, rp=0 ---------> 3.6549e+10
t=0, n=45, m=8, rp=0 ---------> -5.99675e+10
t=1, n=45, m=8, rp=0 ---------> 7.82891e+09
t=0, n=0, m=9, rp=0 ---------> 1.04784e-309
t=1, n=0, m=9, rp=0 ---------> 0
t=0, n=1, m=9, rp=0 ---------> 1.04784e-309
t=1, n=1, m=9, rp=0 ---------> 0
t=0, n=2, m=9, rp=0 ---------> 1.04784e-309
t=1, n=2, m=9, rp=0 ---------> 0
t=0, n=3, m=9, rp=0 ---------> 1.04784e-309
t=1, n=3, m=9, rp=0 ---------> 0
t=0, n=4, m=9, rp=0 ---------> 1.04784e-309
t=1, n=4, m=9, rp=0 ---------> 0
t=0, n=5, m=9, rp=0 ---------> 1.04784e-309
t=1, n=5, m=9, rp=0 ---------> 0
t=0, n=6, m=9, rp=0 ---------> 1.04784e-309
t=1, n=6, m=9, rp=0 ---------> 0
t=0, n=7, m=9, rp=0 ---------> 1.04784e-309
t=1, n=7, m=9, rp=0 ---------> 0
t=0, n=8, m=9, rp=0 ---------> 1.04784e-309
t=1, n=8, m=9, rp=0 ---------> 0
t=0, n=9, m=9, rp=0 ---------> 1.04784e-309
t=1, n=9, m=9, rp=0 ---------> 0
t=0, n=10, m=9, rp=0 ---------> 1.04784e-309
t=1, n=10, m=9, rp=0 ---------> 0
t=0, n=11, m=9, rp=0 ---------> 1.04784e-309
t=1, n=11, m=9, rp=0 ---------> 0
t=0, n=12, m=9, rp=0 ---------> 1.04784e-309
t=1, n=12, m=9, rp=0 ---------> 0
t=0, n=13, m=9, rp=0 ---------> 1.04784e-309
t=1, n=13, m=9, rp=0 ---------> 0
t=0, n=14, m=9, rp=0 ---------> 1.04784e-309
t=1, n=14, m=9, rp=0 ---------> 0
t=0, n=15, m=9, rp=0 ---------> 1.04784e-309
t=1, n=15, m=9, rp=0 ---------> 0
t=0, n=16, m=9, rp=0 ---------> 1.04784e-309
t=1, n=16, m=9, rp=0 ---------> 0
t=0, n=17, m=9, rp=0 ---------> 1.04784e-309
t=1, n=17, m=9, rp=0 ---------> 0
t=0, n=18, m=9, rp=0 ---------> 1.04784e-309
t=1, n=18, m=9, rp=0 ---------> 0
t=0, n=19, m=9, rp=0 ---------> 1.04784e-309
t=1, n=19, m=9, rp=0 ---------> 0
t=0, n=20, m=9, rp=0 ---------> 1.04784e-309
t=1, n=20, m=9, rp=0 ---------> 0
t=0, n=21, m=9, rp=0 ---------> 1.04784e-309
t=1, n=21, m=9, rp=0 ---------> 0
t=0, n=22, m=9, rp=0 ---------> 0
t=1, n=22, m=9, rp=0 ---------> 0
t=0, n=23, m=9, rp=0 ---------> 1.04784e-309
t=1, n=23, m=9, rp=0 ---------> 0
t=0, n=24, m=9, rp=0 ---------> 1.04784e-309
t=1, n=24, m=9, rp=0 ---------> 0
t=0, n=25, m=9, rp=0 ---------> 1.04784e-309
t=1, n=25, m=9, rp=0 ---------> 0
t=0, n=26, m=9, rp=0 ---------> 1.04784e-309
t=1, n=26, m=9, rp=0 ---------> 0
t=0, n=27, m=9, rp=0 ---------> 1.04784e-309
t=1, n=27, m=9, rp=0 ---------> 0
t=0, n=28, m=9, rp=0 ---------> 1.04784e-309
t=1, n=28, m=9, rp=0 ---------> 0
t=0, n=29, m=9, rp=0 ---------> 1.04784e-309
t=1, n=29, m=9, rp=0 ---------> 0
t=0, n=30, m=9, rp=0 ---------> 1.04784e-309
t=1, n=30, m=9, rp=0 ---------> 0
t=0, n=31, m=9, rp=0 ---------> 1.04784e-309
t=1, n=31, m=9, rp=0 ---------> 0
t=0, n=32, m=9, rp=0 ---------> 1.04784e-309
t=1, n=32, m=9, rp=0 ---------> 0
t=0, n=33, m=9, rp=0 ---------> 1.04784e-309
t=1, n=33, m=9, rp=0 ---------> 0
t=0, n=34, m=9, rp=0 ---------> 1.04784e-309
t=1, n=34, m=9, rp=0 ---------> 0
t=0, n=35, m=9, rp=0 ---------> 1.04784e-309
t=1, n=35, m=9, rp=0 ---------> 0
t=0, n=36, m=9, rp=0 ---------> 1.04784e-309
t=1, n=36, m=9, rp=0 ---------> 0
t=0, n=37, m=9, rp=0 ---------> 1.04784e-309
t=1, n=37, m=9, rp=0 ---------> 0
t=0, n=38, m=9, rp=0 ---------> 1.04784e-309
t=1, n=38, m=9, rp=0 ---------> 0
t=0, n=39, m=9, rp=0 ---------> 1.04784e-309
t=1, n=39, m=9, rp=0 ---------> 0
t=0, n=40, m=9, rp=0 ---------> 1.04784e-309
t=1, n=40, m=9, rp=0 ---------> 0
t=0, n=41, m=9, rp=0 ---------> 1.04784e-309
t=1, n=41, m=9, rp=0 ---------> 0
t=0, n=42, m=9, rp=0 ---------> 1.04784e-309
t=1, n=42, m=9, rp=0 ---------> 0
t=0, n=43, m=9, rp=0 ---------> 1.04784e-309
t=1, n=43, m=9, rp=0 ---------> 0
t=0, n=44, m=9, rp=0 ---------> 3.56701e+10
t=1, n=44, m=9, rp=0 ---------> 2.64475e+10
t=0, n=45, m=9, rp=0 ---------> -1.52305e+10
t=1, n=45, m=9, rp=0 ---------> -2.00131e+10
t=0, n=0, m=10, rp=0 ---------> 1.04784e-309
t=1, n=0, m=10, rp=0 ---------> 0
t=0, n=1, m=10, rp=0 ---------> 1.04784e-309
t=1, n=1, m=10, rp=0 ---------> 0
t=0, n=2, m=10, rp=0 ---------> 1.04784e-309
t=1, n=2, m=10, rp=0 ---------> 0
t=0, n=3, m=10, rp=0 ---------> 1.04784e-309
t=1, n=3, m=10, rp=0 ---------> 0
t=0, n=4, m=10, rp=0 ---------> 1.04784e-309
t=1, n=4, m=10, rp=0 ---------> 0
t=0, n=5, m=10, rp=0 ---------> 1.04784e-309
t=1, n=5, m=10, rp=0 ---------> 0
t=0, n=6, m=10, rp=0 ---------> 1.04784e-309
t=1, n=6, m=10, rp=0 ---------> 0
t=0, n=7, m=10, rp=0 ---------> 1.04784e-309
t=1, n=7, m=10, rp=0 ---------> 0
t=0, n=8, m=10, rp=0 ---------> 1.04784e-309
t=1, n=8, m=10, rp=0 ---------> 0
t=0, n=9, m=10, rp=0 ---------> 1.04784e-309
t=1, n=9, m=10, rp=0 ---------> 0
t=0, n=10, m=10, rp=0 ---------> 1.04784e-309
t=1, n=10, m=10, rp=0 ---------> 0
t=0, n=11, m=10, rp=0 ---------> 1.04784e-309
t=1, n=11, m=10, rp=0 ---------> 0
t=0, n=12, m=10, rp=0 ---------> 1.04784e-309
t=1, n=12, m=10, rp=0 ---------> 0
t=0, n=13, m=10, rp=0 ---------> 1.04784e-309
t=1, n=13, m=10, rp=0 ---------> 0
t=0, n=14, m=10, rp=0 ---------> 1.04784e-309
t=1, n=14, m=10, rp=0 ---------> 0
t=0, n=15, m=10, rp=0 ---------> 1.04784e-309
t=1, n=15, m=10, rp=0 ---------> 0
t=0, n=16, m=10, rp=0 ---------> 1.04784e-309
t=1, n=16, m=10, rp=0 ---------> 0
t=0, n=17, m=10, rp=0 ---------> 1.04784e-309
t=1, n=17, m=10, rp=0 ---------> 0
t=0, n=18, m=10, rp=0 ---------> 1.04784e-309
t=1, n=18, m=10, rp=0 ---------> 0
t=0, n=19, m=10, rp=0 ---------> 1.04784e-309
t=1, n=19, m=10, rp=0 ---------> 0
t=0, n=20, m=10, rp=0 ---------> 1.04784e-309
t=1, n=20, m=10, rp=0 ---------> 0
t=0, n=21, m=10, rp=0 ---------> 1.04784e-309
t=1, n=21, m=10, rp=0 ---------> 0
t=0, n=22, m=10, rp=0 ---------> 0
t=1, n=22, m=10, rp=0 ---------> 0
t=0, n=23, m=10, rp=0 ---------> 1.04784e-309
t=1, n=23, m=10, rp=0 ---------> 0
t=0, n=24, m=10, rp=0 ---------> 1.04784e-309
t=1, n=24, m=10, rp=0 ---------> 0
t=0, n=25, m=10, rp=0 ---------> 1.04784e-309
t=1, n=25, m=10, rp=0 ---------> 0
t=0, n=26, m=10, rp=0 ---------> 1.04784e-309
t=1, n=26, m=10, rp=0 ---------> 0
t=0, n=27, m=10, rp=0 ---------> 1.04784e-309
t=1, n=27, m=10, rp=0 ---------> 0
t=0, n=28, m=10, rp=0 ---------> 1.04784e-309
t=1, n=28, m=10, rp=0 ---------> 0
t=0, n=29, m=10, rp=0 ---------> 1.04784e-309
t=1, n=29, m=10, rp=0 ---------> 0
t=0, n=30, m=10, rp=0 ---------> 1.04784e-309
t=1, n=30, m=10, rp=0 ---------> 0
t=0, n=31, m=10, rp=0 ---------> 1.04784e-309
t=1, n=31, m=10, rp=0 ---------> 0
t=0, n=32, m=10, rp=0 ---------> 1.04784e-309
t=1, n=32, m=10, rp=0 ---------> 0
t=0, n=33, m=10, rp=0 ---------> 1.04784e-309
t=1, n=33, m=10, rp=0 ---------> 0
t=0, n=34, m=10, rp=0 ---------> 1.04784e-309
t=1, n=34, m=10, rp=0 ---------> 0
t=0, n=35, m=10, rp=0 ---------> 1.04784e-309
t=1, n=35, m=10, rp=0 ---------> 0
t=0, n=36, m=10, rp=0 ---------> 1.04784e-309
t=1, n=36, m=10, rp=0 ---------> 0
t=0, n=37, m=10, rp=0 ---------> 1.04784e-309
t=1, n=37, m=10, rp=0 ---------> 0
t=0, n=38, m=10, rp=0 ---------> 1.04784e-309
t=1, n=38, m=10, rp=0 ---------> 0
t=0, n=39, m=10, rp=0 ---------> 1.04784e-309
t=1, n=39, m=10, rp=0 ---------> 0
t=0, n=40, m=10, rp=0 ---------> 1.04784e-309
t=1, n=40, m=10, rp=0 ---------> 0
t=0, n=41, m=10, rp=0 ---------> 1.04784e-309
t=1, n=41, m=10, rp=0 ---------> 0
t=0, n=42, m=10, rp=0 ---------> 1.04784e-309
t=1, n=42, m=10, rp=0 ---------> 0
t=0, n=43, m=10, rp=0 ---------> 1.04784e-309
t=1, n=43, m=10, rp=0 ---------> 0
t=0, n=44, m=10, rp=0 ---------> 2.03419e+10
t=1, n=44, m=10, rp=0 ---------> 4.64767e+10
t=0, n=45, m=10, rp=0 ---------> -9.85337e+09
t=1, n=45, m=10, rp=0 ---------> 2.80454e+10
t=0, n=0, m=11, rp=0 ---------> 1.04784e-309
t=1, n=0, m=11, rp=0 ---------> 0
t=0, n=1, m=11, rp=0 ---------> 1.04784e-309
t=1, n=1, m=11, rp=0 ---------> 0
t=0, n=2, m=11, rp=0 ---------> 1.04784e-309
t=1, n=2, m=11, rp=0 ---------> 0
t=0, n=3, m=11, rp=0 ---------> 1.04784e-309
t=1, n=3, m=11, rp=0 ---------> 0
t=0, n=4, m=11, rp=0 ---------> 1.04784e-309
t=1, n=4, m=11, rp=0 ---------> 0
t=0, n=5, m=11, rp=0 ---------> 1.04784e-309
t=1, n=5, m=11, rp=0 ---------> 0
t=0, n=6, m=11, rp=0 ---------> 1.04784e-309
t=1, n=6, m=11, rp=0 ---------> 0
t=0, n=7, m=11, rp=0 ---------> 1.04784e-309
t=1, n=7, m=11, rp=0 ---------> 0
t=0, n=8, m=11, rp=0 ---------> 1.04784e-309
t=1, n=8, m=11, rp=0 ---------> 0
t=0, n=9, m=11, rp=0 ---------> 1.04784e-309
t=1, n=9, m=11, rp=0 ---------> 0
t=0, n=10, m=11, rp=0 ---------> 1.04784e-309
t=1, n=10, m=11, rp=0 ---------> 0
